Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
MICOS13	19p13.3	0.8005711557929623	5.942590248596413e-116	1.1980856200195227e-111
UBL5	19p13.2	0.7882365003367816	4.881964137289076e-110	4.921263948594254e-106
NDUFB7	19p13.12	0.7849274660243869	1.615670726051649e-108	1.0857845835975764e-104
NDUFA13	19p13.11	0.7809366212039146	1.0134665420296184e-106	5.108124738464784e-103
NDUFA7	19p13.2	0.7566875791774603	1.4702913078621678e-96	5.145874688301107e-93
ELOF1	19p13.2	0.7566426883857991	1.5314343598931919e-96	5.145874688301107e-93
SERF2	15q15.3	0.7344897012747579	2.972910166646074e-88	8.562405981393072e-85
COPE	19p13.11	0.7302856079415001	8.96343932548786e-87	2.2588987530145096e-83
RFXANK	19p13.11	0.7285400807610092	3.6182556734541414e-86	8.105294736945437e-83
RNF181	2p11.2	0.7230863355964905	2.6418004135535094e-84	5.32613381376523e-81
FKBP2	11q13.1	0.7153004784580769	1.0136778307402633e-81	1.857887158686768e-78
LAMTOR2	1q22	0.7129643457538273	5.812448992147681e-81	9.76539867755745e-78
ATP5F1E	20q13.32	0.71279127761314	6.610673370916286e-81	1.025213737161871e-77
PSMB4	1q21.3	0.7112166250929767	2.1223999008582917e-80	3.0564074572288587e-77
RNF167	17p13.2	0.7098948210053647	5.616170012302949e-80	7.548506907869317e-77
NDUFA2	5q31.3	0.7084112156552587	1.663257705929464e-79	2.0958086630777452e-76
NDUFS8	11q13.2	0.7057187999153257	1.1725253483784716e-78	1.390546091097551e-75
KLHL11	17q21.2	-0.7038625921084197	4.449134584159237e-78	4.98327790840191e-75
KRTCAP2	1q22	0.7037612474408712	4.783722888939008e-78	5.07603353494207e-75
WDR83OS	19p13.13	0.7007546115901399	4.054630980122712e-77	4.0872707595127005e-74
UQCR11	19p13.3	0.7001072872247184	6.401294179364605e-77	6.145547235722372e-74
ADRM1	20q13.33	0.6977811400705813	3.2698245801619616e-76	2.923290091541687e-73
CIAO2B	16q22.1	0.6977528778212472	3.334937359528734e-76	2.923290091541687e-73
GADD45GIP1	19p13.13	0.6962112878779324	9.742338881845344e-76	8.183970591536832e-73
TRAPPC1	17p13.1	0.6958045313542743	1.2912616225284582e-75	1.0413250228718498e-72
CSTB	21q22.3	0.6952422783968849	1.9045859716467114e-75	1.476859914398821e-72
NDUFA11	19p13.3	0.6936144415977524	5.83814804823513e-75	4.3593667703877207e-72
TRMT112	11q13.1	0.689063151470172	1.2862720525421071e-73	9.26161816117908e-71
TMEM205	19p13.2	0.6883304658749775	2.104872509249755e-73	1.4633218847925624e-70
UQCRQ	5q31.1	0.6874815905223164	3.71744319223867e-73	2.498245739957461e-70
KXD1	19p13.11	0.6862428810980794	8.495378602042712e-73	5.525010580509133e-70
ROMO1	20q11.22	0.6851376220888155	1.7698588728401114e-72	1.1150663979790464e-69
MIEN1	17q12	0.6834914643871114	5.248870797550122e-72	3.2067419439214545e-69
NAA38	17p13.1	0.6826701016959822	9.004754140607362e-72	5.339554359670148e-69
LCOR	10q24.1	-0.6809593321239914	2.7557046171511175e-71	1.5873645938966767e-68
TEX264	3p21.2	0.6745458402704734	1.706528036658445e-69	9.55703104085303e-67
DPM3	1q22	0.6740540447157373	2.331564950218089e-69	1.270450836793159e-66
PHB	17q21.33	0.6739324358665333	2.518379833358788e-69	1.336133047903856e-66
HEATR5B	2p22.2	-0.6719222915636225	8.955978221766821e-69	4.6297814597189975e-66
EDF1	9q34.3	0.6712122864329435	1.3985944935304684e-68	7.049265896016943e-66
ERCC6L2	9q22.32	-0.6711127550449302	1.4886253801208994e-68	7.320042997223769e-66
CEP97	3q12.3	-0.6701803726147803	2.6673404740513418e-68	1.2735885295313396e-65
PRELID1	5q35.3	0.6701512115046802	2.7163487312061705e-68	1.2735885295313396e-65
MYDGF	19p13.3	0.6698797456989684	3.2177369572180003e-68	1.474381699874366e-65
LAMTOR4	7q22.1	0.6691727452969274	4.997765089898168e-68	2.2391098217208216e-65
CHMP2A	19q13.43	0.6690600616934695	5.3604971211880654e-68	2.3494126621798387e-65
CLPP	19p13.3	0.6689224731813421	5.839040685509991e-68	2.5046999842673816e-65
MRPL36	5p15.33	0.6667882900779342	2.1869258245437802e-67	9.185544072630656e-65
CHCHD5	2q14.1	0.6665343949416912	2.557075743061251e-67	1.0521062052215892e-64
PRDM10	11q24.3	-0.6645812330815899	8.47081917409847e-67	3.4156037073799856e-64
SOCS7	17q12	-0.6629264448472448	2.3204555583691327e-66	9.17307931613335e-64
MSRB1	16p13.3	0.6624081241021844	3.1774665988296115e-66	1.2319404634423807e-63
MPV17L2	19p13.11	0.6607871953788648	8.4571045812699e-66	3.217050669112876e-63
DRAP1	11q13.1	0.6602431300352611	1.1730780626187554e-65	4.379708670454949e-63
PRADC1	2p13.2	0.6592685226490959	2.1044795605584536e-65	7.714256803712542e-63
RAB5IF	20q11.23	0.6590957637915422	2.333659444113973e-65	8.401590723711037e-63
SWI5	9q34.11	0.657874816902126	4.835756542516281e-65	1.7104155728714166e-62
MRPL55	1q42.13	0.6571653568217045	7.373160493419278e-65	2.5221643258960637e-62
C19ORF24	19p13.3	0.6571635743198677	7.380967969240998e-65	2.5221643258960637e-62
DNTTIP1	20q13.12	0.6570246312592622	8.015513283678774e-65	2.6933460552041294e-62
MRPL51	12p13.31	0.6561942247905612	1.3110080072463616e-64	4.33298892362195e-62
KIF2A	5q12.1	-0.6555355471445221	1.9346862467582482e-64	6.291162809821458e-62
G6PC3	17q21.31	0.6549119941578341	2.793913395502531e-64	8.940966343924845e-62
RASAL2	1q25.2	-0.6542245681293765	4.1852901326852086e-64	1.3184317869541639e-61
MEA1	6p21.1	0.6539143677643288	5.020828183663048e-64	1.5573064155512417e-61
HSD17B10	Xp11.22	0.6528977271120596	9.10329523219514e-64	2.7807808360043366e-61
HAX1	1q21.3	0.6522075897826348	1.361631899328831e-63	4.097292645129636e-61
TOMM6	6p21.1	0.6519497328279854	1.5822533188036456e-63	4.69114840594122e-61
NR2C2	3p25.1	-0.6509112653971892	2.892531162860187e-63	8.451640691945541e-61
SEC61B	9q22.33	0.6501672535460197	4.449981279665796e-63	1.277943958022739e-60
BDP1	5q13.2	-0.6501477386473079	4.5004722493732677e-63	1.277943958022739e-60
ARL10	5q35.2	-0.6494368945045205	6.784139556396267e-63	1.8996532999514602e-60
HSPE1	2q33.1	0.6493746538057205	7.031989639784852e-63	1.942081412708252e-60
BRMS1	11q13.2	0.6488805899834285	9.346505590838236e-63	2.546417556984996e-60
PSMB3	17q12	0.6487549752949312	1.0046858223140303e-62	2.7007294484897553e-60
CDK2AP2	11q13.2	0.6478469529722783	1.692119344990798e-62	4.488791857152563e-60
MTX1	1q22	0.6467786615333284	3.117481911032159e-62	8.16253932575576e-60
CCDC186	10q25.3	-0.6458421848312965	5.3156786809982456e-62	1.3739666395846875e-59
MAPK8	10q11.22	-0.6453813173490303	6.907381488000679e-62	1.762781242779515e-59
SHPRH	6q24.3	-0.6450206303232707	8.476253436805557e-62	2.1361218192429607e-59
OST4	2p23.3	0.6446553624348209	1.042560044313799e-61	2.5949448214087036e-59
RAD23A	19p13.13	0.6446288079409352	1.0583557862305745e-61	2.6021354885603184e-59
RAPGEF6	5q31.1	-0.6443367968758847	1.248544119349951e-61	3.0327587940017303e-59
ATP5PD	17q25.1	0.6440874232261431	1.4375878083725327e-61	3.450381881499837e-59
GPX4	19p13.3	0.6435458175921014	1.9517409692401544e-61	4.62929996245303e-59
TAF10	11p15.4	0.6432922464766048	2.251640211714667e-61	5.278525384695279e-59
ANAPC11	17q25.3	0.6426828912127728	3.172745962084301e-61	7.35238291282547e-59
DYNLRB1	20q11.22	0.6425364375374687	3.444930721917586e-61	7.892414577793233e-59
TUFM	16p11.2	0.6407151191795345	9.551824367241125e-61	2.163756528853352e-58
BCAP31	Xq28	0.6405822000009858	1.0287077252842025e-60	2.3044196054949788e-58
CD320	19p13.2	0.6394143183244925	1.9705205923004075e-60	4.365677545205332e-58
YIPF2	19p13.2	0.6393292785371404	2.0657995255918243e-60	4.527020025593127e-58
PHPT1	9q34.3	0.6390055293437331	2.4722963241058383e-60	5.359566257021269e-58
SSNA1	9q34.3	0.6379173393934138	4.5147232988473675e-60	9.683120896602316e-58
CD63	12q13.2	0.63741208297515	5.966287307255961e-60	1.2661717726482888e-57
PPIB	15q22.31	0.6368838650476762	7.980636566035493e-60	1.6760168104983498e-57
POLR2L	11p15.5	0.6367051413741831	8.804948984654711e-60	1.8300677987590065e-57
MRPS24	7p13	0.6354349440526421	1.7673023841391081e-59	3.6357738129212816e-57
HIGD2A	5q35.2	0.6352776635809337	1.9261019826129618e-59	3.92243859307676e-57
SMG1	16p12.3	-0.6349284926329826	2.331104128218202e-59	4.699739032900717e-57
TMA7	3p21.31	0.6346202962452101	2.7582228819883e-59	5.505795200372883e-57
AKAP9	7q21.2	-0.6343662832856004	3.168026323459443e-59	6.261821441888808e-57
HECTD4	12q24.13	-0.6337800821324762	4.359208787156941e-59	8.473427973633131e-57
CCDC124	19p13.11	0.6337751173600439	4.3709960282617215e-59	8.473427973633131e-57
CERS6	2q24.3	-0.6333346345477466	5.553192563000444e-59	1.0662658596443042e-56
ZKSCAN1	7q22.1	-0.6324425486234442	9.006928195878085e-59	1.7079887481537007e-56
NDUFB10	16p13.3	0.6324307213232399	9.064768416866523e-59	1.7079887481537007e-56
COPS6	7q22.1	0.6321306106420163	1.066246155870723e-58	1.9904248841212634e-56
CAMSAP1	9q34.3	-0.6318968338913469	1.2098221613200256e-58	2.2346326438819124e-56
DPY30	2p22.3	0.6318824880995775	1.2192331274590068e-58	2.2346326438819124e-56
AFF4	5q31.1	-0.6312142957203499	1.7483741370409245e-58	3.151001634706201e-56
TANC2	17q23.2-q23.3	-0.6312120725831082	1.750469634874731e-58	3.151001634706201e-56
TRPT1	11q13.1	0.6302380396085252	2.9557538309931016e-58	5.273535662535568e-56
ATF2	2q31.1	-0.6301649153366747	3.0740845877550424e-58	5.436545559099071e-56
TMEM219	16p11.2	0.6299437448999416	3.4613839742335025e-58	6.068257591697534e-56
CSRNP3	2q24.3	-0.6293029767896945	4.878845704920888e-58	8.466476940399076e-56
ADAM22	7q21.12	-0.6292898100023752	4.913336650100153e-58	8.466476940399076e-56
TRAPPC5	19p13.2	0.6285736036792965	7.203983640638944e-58	1.2308433404993367e-55
GMPPA	2q35	0.6282388529448368	8.611976294196894e-58	1.4590424711538117e-55
APPBP2	17q23.2	-0.6279852376454894	9.85776463010144e-58	1.6561866058956264e-55
NDUFS6	5p15.33	0.6272418278983297	1.463722392796322e-57	2.438851831501376e-55
MYCBP2	13q22.3	-0.6264612924730519	2.2141776672719715e-57	3.659019340153296e-55
TBCA	5q14.1	0.6263760895019921	2.3163457639288475e-57	3.796735524111341e-55
MRPL40	22q11.21	0.6257412724524656	3.240239978549935e-57	5.268264371576229e-55
RGPD3	2q12.2	-0.6247192558167161	5.553385071026933e-57	8.95694371335792e-55
ELOB	16p13.3	0.6244418392173076	6.42568907550476e-57	1.028161249613107e-54
TMEM179B	11q12.3	0.6240177847069843	8.028795447437046e-57	1.2745554725651834e-54
RNF150	4q31.21	-0.6239942872049236	8.128418071609694e-57	1.2802893495447112e-54
OCEL1	19p13.11	0.6237380788379959	9.297632433535261e-57	1.4530974224225148e-54
GTF3C4	9q34.13	-0.6234330197576047	1.0909291821952505e-56	1.6918633263260342e-54
TECR	19p13.12	0.622822840788269	1.501165181032934e-56	2.3103046728858764e-54
MARCH6	5p15.2	-0.6224993983263956	1.7774195475701e-56	2.714739052921272e-54
AVL9	7p14.3	-0.6224049499343973	1.8672222379457564e-56	2.830456205956721e-54
NEU3	11q13.4	-0.6223566844843937	1.9148387419938963e-56	2.8809749162193243e-54
POP5	12q24.31	0.6212539164564703	3.4000255738439006e-56	5.0776233773531026e-54
HECTD1	14q12	-0.6208803861880587	4.127782757274636e-56	6.119134424221614e-54
MRPL16	11q12.1	0.6203230952872454	5.51036042441182e-56	8.109078577851584e-54
MRPL53	2p13.1	0.6193028596870904	9.337117053512157e-56	1.364098673303323e-53
HERC1	15q22.31	-0.6191559347040467	1.0072252215962738e-55	1.460911344791545e-53
AKT3	1q43-q44	-0.6191027815324242	1.035212588287829e-55	1.49078007089078e-53
NDUFC1	4q31.1	0.6190176529286482	1.0816536491534211e-55	1.546611292239867e-53
RASA2	3q23	-0.6188067980756616	1.2057837455914851e-55	1.7119581756950654e-53
TTBK2	15q15.2	-0.6187235957312048	1.2585690332015615e-55	1.7744063131731945e-53
KPNA5	6q22.1	-0.6184051763855786	1.4826469695630443e-55	2.0758087189833704e-53
NSD3	8p11.23	-0.6182572625108008	1.5998009358464138e-55	2.2243852874206585e-53
ZMYM2	13q12.11	-0.617683477362747	2.1479391502277932e-55	2.9660685758727768e-53
ATP5ME	4p16.3	0.6176146525671282	2.2251146119200912e-55	3.051737121831358e-53
RIF1	2q23.3	-0.6174170792849148	2.4622936514598706e-55	3.3542096153434088e-53
ZNHIT1	7q22.1	0.6173192698786518	2.588835363652088e-55	3.5029201185630704e-53
SAMD8	10q22.2	-0.6172310210923097	2.7085385052753444e-55	3.640456320323748e-53
SLC30A4	15q21.1|15q21.1	-0.6171889138832028	2.767574969046163e-55	3.6951707914529597e-53
RAB1B	11q13.2	0.6169728684865249	3.0911795700778537e-55	4.1000836389697114e-53
TMEM161A	19p13.11	0.6167915685196094	3.3915381466690514e-55	4.469071933006192e-53
SEM1	7q21.3	0.6166925219516973	3.567689102074437e-55	4.670661038111864e-53
GPALPP1	13q14.12	-0.6161758665690152	4.644808865873786e-55	6.041547841605252e-53
CACNA2D1	7q21.11	-0.6161564296877503	4.691095729282007e-55	6.062639807567599e-53
ZNF778	16q24.3	-0.615980839054848	5.130558493142366e-55	6.588356036958169e-53
TMEM208	16q22.1	0.6158888313075115	5.376912961945171e-55	6.861009001631431e-53
GIPC1	19p13.12	0.615140577773676	7.869174536681202e-55	9.978014329184258e-53
ARL5B	10p12.31	-0.6147640735893534	9.527631482045501e-55	1.200541114434496e-52
TCAF1	7q35	-0.6146133488954758	1.0284968600686873e-54	1.2879208196176896e-52
PSMD9	12q24.31	0.6144583961333127	1.1125872952930875e-54	1.384621756815058e-52
DHRS7B	17p11.2	0.6143368599336799	1.1832904497661209e-54	1.4635778378978381e-52
DMXL2	15q21.2	-0.613231278065582	2.069953270727703e-54	2.544654139703733e-52
NENF	1q32.3	0.6113535969895607	5.32409163788708e-54	6.505394637057056e-52
MRPS34	16p13.3	0.6110804082446373	6.105340194875944e-54	7.415046004150235e-52
SMIM29	6p21.31	0.6110632035422375	6.158186450901268e-54	7.434442936324579e-52
CCDC107	9p13.3	0.6109456916858022	6.531485333470829e-54	7.838171179053891e-52
PCNX1	14q24.2	-0.6108999172171397	6.682902359581437e-54	7.972425708374044e-52
SNRPG	2p13.3	0.6106652126056178	7.51577106235457e-54	8.913262375772381e-52
MBD5	2q23.1	-0.6105714544757891	7.876587234011708e-54	9.286542410813452e-52
